"Tania Maria", "Meireles E Sua Orquestra"
"Tania Maria", "Elizabeth (23)"
"Tania Maria", "Gonzaguinha"
"Tania Maria", "Marcos Valle"
"Tania Maria", "Edu Lobo"
"Tania Maria", "Edu Lobo"
"Tania Maria", "Luiz Melodia"
"Tania Maria", "Francis Hime"
"Tania Maria", "Francis Hime"
"Tania Maria", "Adoniran Barbosa"
"Tania Maria", "Jards Macalé"
"Tania Maria", "Cassiano"
"Tania Maria", "Paulinho Da Viola"
"Tania Maria", "Marisa"
"Tania Maria", "Zé Rodrix"
"Tania Maria", "Dorival Caymmi"
"Tania Maria", "Paulo Diniz"
"Tania Maria", "Hyldon"
"Tania Maria", "Jotan"
"Tania Maria", "João Donato"
"Tania Maria", "Antonio Carlos E Jocafi"
"Tania Maria", "Claudia (6)"
"Tania Maria", "Miguel Angel (3)"
"Tania Maria", "Evinha"
"Tania Maria", "Marcelo (2)"
"Tania Maria", "Bossa Três"
"Tania Maria", "João De Aquino"
"Tania Maria", "Taiguara"
"Tania Maria", "Taiguara"
"Tania Maria", "Silvio Cesar"
"Tania Maria", "Mário Reis"
"Tania Maria", "Pixinguinha"
"Tania Maria", "Miltinho"
"Tania Maria", "Milton Nascimento"
"Tania Maria", "Milton Nascimento"
"Tania Maria", "Meirelles E Os Copa 5"
"Tania Maria", "Alaide Costa"
"Tania Maria", "Elza Soares"
"Tania Maria", "Eumir Deodato"
"Tania Maria", "Eumir Deodato"
"Tania Maria", "Eumir Deodato"
"Tania Maria", "Johnny Alf"
"Tania Maria", "Ivan Lins"
"Tania Maria", "Ivan Lins"
"Tania Maria", "João Nogueira"
"Tania Maria", "João Nogueira"
"Tania Maria", "Pery Ribeiro"
"Tania Maria", "Francisco Alves"
"Ataulfo Alves", "Os Catedráticos"
"Adylson Godoy", "Formiga"
"Os Partideiros Do Plá", "Paulo Sérgio (2)"
"Os Partideiros Do Plá", "Walter Franco"
"Os Partideiros Do Plá", "Bill Haley"
"Os Partideiros Do Plá", "Paulo Freire"
"Os Partideiros Do Plá", "Brasília Ritmos"
"Os Partideiros Do Plá", "Os Brasileiros"
"Os Partideiros Do Plá", "Portinho E Sua Orquestra"
"Os Partideiros Do Plá", "Johnny Alf"
"Os Partideiros Do Plá", "Rosa Maria"
"Paulo Tito", "Márcia"
"Paulo Tito", "Márcia"
"Paulo Tito", "Elizeth Cardoso"
"Paulo Tito", "Dóris Monteiro"
"Paulo Tito", "Dóris Monteiro"
"Paulo Tito", "Celso Rodrigo"
"Paulo Tito", "Maria Bethânia"
"Paulo Tito", "Gilberto Gil"
"Painel De Controle", "Tony Bizarro"
"Painel De Controle", "Banda Do Carnaval"
"Painel De Controle", "Quarteto Em Cy"
"Painel De Controle", "Junior E Mariana"
"Painel De Controle", "Marina Lima"
"Painel De Controle", "Lincoln Olivetti & Robson Jorge"
"Painel De Controle", "Lucia Turnbull"
"Painel De Controle", "Marcos Valle"
"Painel De Controle", "Zé Rodrix"
"Painel De Controle", "Vanusa"
"Painel De Controle", "Dom Mita"
"Painel De Controle", "Zeca Barreto"
"Painel De Controle", "Gilberto Gil"
"Painel De Controle", "Arnaud Rodrigues"
"Marcos Sabino", "Tony Bizarro"
"Marcos Sabino", "Quinteto Ternura"
"Marcos Sabino", "Ed Lincoln"
"Marcos Sabino", "Azambuja"
"Marcos Sabino", "Quarteto Em Cy"
"Marcos Sabino", "Kleiton & Kledir"
